,Name,team,G,Points accumulated,FP_avg,mins_avg
2,Shai Gilgeous-Alexander  ,Bob Bill's Boys,3,100,33.333333333333336,35.81666666666666
3,Shai Gilgeous-Alexander  ,Bob Bill's Boys,4,124,31.0,35.36666666666666
4,Shai Gilgeous-Alexander  ,Bob Bill's Boys,5,165,33.0,36.559999999999995
5,Shai Gilgeous-Alexander  ,Bob Bill's Boys,6,202,33.666666666666664,35.949999999999996
6,Shai Gilgeous-Alexander  ,Bob Bill's Boys,7,240,34.285714285714285,35.84285714285714
7,Shai Gilgeous-Alexander  ,Bob Bill's Boys,8,252,31.5,35.33333333333333
8,Shai Gilgeous-Alexander  ,Bob Bill's Boys,9,291,32.333333333333336,35.629629629629626
9,Shai Gilgeous-Alexander  ,Bob Bill's Boys,10,324,32.4,36.675
10,Shai Gilgeous-Alexander  ,Bob Bill's Boys,11,346,31.454545454545453,35.89090909090908
11,Shai Gilgeous-Alexander  ,Bob Bill's Boys,12,387,32.25,35.916666666666664
12,Shai Gilgeous-Alexander  ,Bob Bill's Boys,13,424,32.61538461538461,35.921794871794866
0,DeMar DeRozan  ,Bob Bill's Boys,1,44,44.0,36.13333333333333
1,DeMar DeRozan  ,Bob Bill's Boys,2,73,36.5,36.45833333333333
2,DeMar DeRozan  ,Bob Bill's Boys,3,85,28.333333333333332,35.14444444444444
3,DeMar DeRozan  ,Bob Bill's Boys,4,111,27.75,34.545833333333334
4,DeMar DeRozan  ,Bob Bill's Boys,5,124,24.8,34.093333333333334
5,DeMar DeRozan  ,Bob Bill's Boys,6,150,25.0,34.33611111111111
6,DeMar DeRozan  ,Bob Bill's Boys,7,172,24.571428571428573,34.32380952380952
7,DeMar DeRozan  ,Bob Bill's Boys,8,187,23.375,34.12708333333333
8,DeMar DeRozan  ,Bob Bill's Boys,9,197,21.88888888888889,33.477777777777774
9,DeMar DeRozan  ,Bob Bill's Boys,10,240,24.0,33.71666666666666
10,DeMar DeRozan  ,Bob Bill's Boys,11,262,23.818181818181817,34.059090909090905
11,DeMar DeRozan  ,Bob Bill's Boys,12,278,23.166666666666668,34.19027777777777
12,DeMar DeRozan  ,Bob Bill's Boys,13,303,23.307692307692307,34.378205128205124
13,DeMar DeRozan  ,Bob Bill's Boys,14,319,22.785714285714285,33.75595238095238
0,Jarrett Allen  ,Bob Bill's Boys,1,25,25.0,33.86666666666667
1,Jarrett Allen  ,Bob Bill's Boys,2,38,19.0,31.233333333333334
2,Jarrett Allen  ,Bob Bill's Boys,3,69,23.0,33.32222222222222
3,Jarrett Allen  ,Bob Bill's Boys,4,105,26.25,32.40416666666667
4,Jarrett Allen  ,Bob Bill's Boys,5,129,25.8,33.85333333333334
5,Jarrett Allen  ,Bob Bill's Boys,6,142,23.666666666666668,32.51388888888889
6,Jarrett Allen  ,Bob Bill's Boys,7,169,24.142857142857142,33.06666666666667
7,Jarrett Allen  ,Bob Bill's Boys,8,191,23.875,32.87291666666667
8,Jarrett Allen  ,Bob Bill's Boys,9,218,24.22222222222222,32.303703703703704
9,Jarrett Allen  ,Bob Bill's Boys,10,253,25.3,32.36
10,Jarrett Allen  ,Bob Bill's Boys,11,276,25.09090909090909,32.403030303030306
11,Jarrett Allen  ,Bob Bill's Boys,12,294,24.5,32.46944444444444
0,Tyrese Maxey  ,Bob Bill's Boys,1,19,19.0,38.18333333333333
1,Tyrese Maxey  ,Bob Bill's Boys,2,27,13.5,36.175
2,Tyrese Maxey  ,Bob Bill's Boys,3,49,16.333333333333332,37.327777777777776
3,Tyrese Maxey  ,Bob Bill's Boys,4,55,13.75,37.44166666666666
4,Tyrese Maxey  ,Bob Bill's Boys,5,90,18.0,38.599999999999994
5,Tyrese Maxey  ,Bob Bill's Boys,6,148,24.666666666666668,38.80277777777777
6,Tyrese Maxey  ,Bob Bill's Boys,7,161,23.0,37.442857142857136
7,Tyrese Maxey  ,Bob Bill's Boys,8,185,23.125,37.06458333333333
8,Tyrese Maxey  ,Bob Bill's Boys,9,216,24.0,37.74074074074073
9,Tyrese Maxey  ,Bob Bill's Boys,10,239,23.9,37.87166666666666
10,Tyrese Maxey  ,Bob Bill's Boys,11,243,22.09090909090909,38.095454545454544
11,Tyrese Maxey  ,Bob Bill's Boys,12,255,21.25,37.69305555555555
12,Tyrese Maxey  ,Bob Bill's Boys,13,284,21.846153846153847,37.55641025641025
13,Tyrese Maxey  ,Bob Bill's Boys,14,298,21.285714285714285,37.49523809523809
0,Clint Capela  ,Bob Bill's Boys,1,9,9.0,26.05
1,Clint Capela  ,Bob Bill's Boys,2,25,12.5,28.833333333333336
2,Clint Capela  ,Bob Bill's Boys,3,54,18.0,26.872222222222224
3,Clint Capela  ,Bob Bill's Boys,4,71,17.75,26.762500000000003
4,Clint Capela  ,Bob Bill's Boys,5,83,16.6,26.09666666666667
5,Clint Capela  ,Bob Bill's Boys,6,107,17.833333333333332,26.544444444444448
6,Clint Capela  ,Bob Bill's Boys,7,121,17.285714285714285,26.383333333333333
7,Clint Capela  ,Bob Bill's Boys,8,136,17.0,26.233333333333334
8,Clint Capela  ,Bob Bill's Boys,9,180,20.0,27.20740740740741
9,Clint Capela  ,Bob Bill's Boys,10,193,19.3,26.701666666666664
10,Clint Capela  ,Bob Bill's Boys,11,227,20.636363636363637,26.654545454545453
11,Clint Capela  ,Bob Bill's Boys,12,264,22.0,26.630555555555556
12,Clint Capela  ,Bob Bill's Boys,13,292,22.46153846153846,27.129487179487178
13,Clint Capela  ,Bob Bill's Boys,14,324,23.142857142857142,27.33452380952381
0,Andrew Wiggins  ,Bob Bill's Boys,1,29,29.0,29.466666666666665
1,Andrew Wiggins  ,Bob Bill's Boys,2,58,29.0,33.44166666666666
2,Andrew Wiggins  ,Bob Bill's Boys,3,85,28.333333333333332,32.794444444444444
3,Andrew Wiggins  ,Bob Bill's Boys,4,104,26.0,32.42916666666666
4,Andrew Wiggins  ,Bob Bill's Boys,5,136,27.2,33.279999999999994
5,Andrew Wiggins  ,Bob Bill's Boys,6,150,25.0,34.544444444444444
6,Andrew Wiggins  ,Bob Bill's Boys,7,155,22.142857142857142,33.19523809523809
7,Andrew Wiggins  ,Bob Bill's Boys,8,185,23.125,33.37708333333333
8,Andrew Wiggins  ,Bob Bill's Boys,9,199,22.11111111111111,33.32962962962963
9,Andrew Wiggins  ,Bob Bill's Boys,10,236,23.6,34.019999999999996
10,Andrew Wiggins  ,Bob Bill's Boys,11,258,23.454545454545453,34.25757575757576
11,Andrew Wiggins  ,Bob Bill's Boys,12,286,23.833333333333332,34.262499999999996
12,Andrew Wiggins  ,Bob Bill's Boys,13,296,22.76923076923077,33.421794871794866
0,Jordan Clarkson  ,Bob Bill's Boys,1,8,8.0,29.55
1,Jordan Clarkson  ,Bob Bill's Boys,2,47,23.5,32.21666666666667
2,Jordan Clarkson  ,Bob Bill's Boys,3,60,20.0,33.72222222222222
3,Jordan Clarkson  ,Bob Bill's Boys,4,78,19.5,32.3375
4,Jordan Clarkson  ,Bob Bill's Boys,5,108,21.6,31.65333333333333
5,Jordan Clarkson  ,Bob Bill's Boys,6,114,19.0,30.10833333333333
6,Jordan Clarkson  ,Bob Bill's Boys,7,135,19.285714285714285,30.485714285714284
7,Jordan Clarkson  ,Bob Bill's Boys,8,148,18.5,30.841666666666665
8,Jordan Clarkson  ,Bob Bill's Boys,9,173,19.22222222222222,31.118518518518517
9,Jordan Clarkson  ,Bob Bill's Boys,10,195,19.5,30.936666666666667
10,Jordan Clarkson  ,Bob Bill's Boys,11,221,20.09090909090909,30.865151515151513
11,Jordan Clarkson  ,Bob Bill's Boys,12,250,20.833333333333332,30.680555555555554
12,Jordan Clarkson  ,Bob Bill's Boys,13,271,20.846153846153847,31.00128205128205
13,Jordan Clarkson  ,Bob Bill's Boys,14,280,20.0,30.583333333333332
14,Jordan Clarkson  ,Bob Bill's Boys,15,292,19.466666666666665,30.348888888888887
15,Jordan Clarkson  ,Bob Bill's Boys,16,301,18.8125,30.547916666666666
0,Mike Conley  ,Bob Bill's Boys,1,20,20.0,32.03333333333333
1,Mike Conley  ,Bob Bill's Boys,2,43,21.5,34.125
2,Mike Conley  ,Bob Bill's Boys,3,52,17.333333333333332,34.85
3,Mike Conley  ,Bob Bill's Boys,4,66,16.5,32.9625
4,Mike Conley  ,Bob Bill's Boys,5,79,15.8,31.923333333333336
5,Mike Conley  ,Bob Bill's Boys,6,101,16.833333333333332,30.51388888888889
6,Mike Conley  ,Bob Bill's Boys,7,125,17.857142857142858,30.47857142857143
7,Mike Conley  ,Bob Bill's Boys,8,139,17.375,30.76666666666667
8,Mike Conley  ,Bob Bill's Boys,9,167,18.555555555555557,30.829629629629633
9,Mike Conley  ,Bob Bill's Boys,10,192,19.2,31.045000000000005
10,Mike Conley  ,Bob Bill's Boys,11,224,20.363636363636363,30.383333333333336
11,Mike Conley  ,Bob Bill's Boys,12,239,19.916666666666668,30.244444444444444
12,Mike Conley  ,Bob Bill's Boys,13,247,19.0,30.201282051282053
13,Mike Conley  ,Bob Bill's Boys,14,251,17.928571428571427,30.29642857142857
14,Mike Conley  ,Bob Bill's Boys,15,269,17.933333333333334,30.535555555555554
0,Jayson Tatum  ,Injured or Suspended,1,48,48.0,38.63333333333333
1,Jayson Tatum  ,Injured or Suspended,2,77,38.5,37.70833333333333
2,Jayson Tatum  ,Injured or Suspended,3,124,41.333333333333336,37.68888888888889
3,Jayson Tatum  ,Injured or Suspended,4,156,39.0,37.125
4,Jayson Tatum  ,Injured or Suspended,5,191,38.2,38.13666666666667
5,Jayson Tatum  ,Injured or Suspended,6,216,36.0,36.35
6,Jayson Tatum  ,Injured or Suspended,7,253,36.142857142857146,37.28095238095238
7,Jayson Tatum  ,Injured or Suspended,8,298,37.25,37.62708333333333
8,Jayson Tatum  ,Injured or Suspended,9,330,36.666666666666664,37.5037037037037
9,Jayson Tatum  ,Injured or Suspended,10,360,36.0,37.71166666666666
10,Jayson Tatum  ,Injured or Suspended,11,392,35.63636363636363,37.15454545454545
11,Jayson Tatum  ,Injured or Suspended,12,429,35.75,37.16805555555555
12,Jayson Tatum  ,Injured or Suspended,13,480,36.92307692307692,37.46282051282051
13,Jayson Tatum  ,Injured or Suspended,14,513,36.642857142857146,37.50119047619047
0,LaMelo Ball  ,Injured or Suspended,1,16,16.0,28.2
1,LaMelo Ball  ,Injured or Suspended,2,33,16.5,30.93333333333333
0,Julius Randle  ,Injured or Suspended,1,39,39.0,34.916666666666664
1,Julius Randle  ,Injured or Suspended,2,54,27.0,30.18333333333333
2,Julius Randle  ,Injured or Suspended,3,90,30.0,31.49444444444444
3,Julius Randle  ,Injured or Suspended,4,104,26.0,33.579166666666666
4,Julius Randle  ,Injured or Suspended,5,127,25.4,33.11
5,Julius Randle  ,Injured or Suspended,6,143,23.833333333333332,33.05833333333333
6,Julius Randle  ,Injured or Suspended,7,151,21.571428571428573,32.55714285714286
7,Julius Randle  ,Injured or Suspended,8,176,22.0,33.06458333333333
8,Julius Randle  ,Injured or Suspended,9,207,23.0,33.846296296296295
9,Julius Randle  ,Injured or Suspended,10,244,24.4,33.71333333333333
10,Julius Randle  ,Injured or Suspended,11,276,25.09090909090909,33.49090909090909
11,Julius Randle  ,Injured or Suspended,12,298,24.833333333333332,33.44861111111111
12,Julius Randle  ,Injured or Suspended,13,333,25.615384615384617,33.43333333333333
13,Julius Randle  ,Injured or Suspended,14,347,24.785714285714285,33.275
0,Zion Williamson  ,Injured or Suspended,1,27,27.0,30.05
1,Zion Williamson  ,Injured or Suspended,2,35,17.5,30.383333333333333
2,Zion Williamson  ,Injured or Suspended,3,59,19.666666666666668,30.21666666666667
3,Zion Williamson  ,Injured or Suspended,4,95,23.75,30.295833333333334
4,Zion Williamson  ,Injured or Suspended,5,118,23.6,31.556666666666665
5,Zion Williamson  ,Injured or Suspended,6,131,21.833333333333332,30.95
6,Zion Williamson  ,Injured or Suspended,7,153,21.857142857142858,31.852380952380948
7,Zion Williamson  ,Injured or Suspended,8,190,23.75,32.11875
8,Zion Williamson  ,Injured or Suspended,9,208,23.11111111111111,31.97592592592592
9,Zion Williamson  ,Injured or Suspended,10,235,23.5,31.945
10,Zion Williamson  ,Injured or Suspended,11,266,24.181818181818183,32.22575757575758
0,Kyrie Irving  ,Injured or Suspended,1,9,9.0,34.166666666666664
1,Kyrie Irving  ,Injured or Suspended,2,38,19.0,37.36666666666667
2,Kyrie Irving  ,Injured or Suspended,3,80,26.666666666666668,37.81666666666667
3,Kyrie Irving  ,Injured or Suspended,4,104,26.0,38.108333333333334
4,Kyrie Irving  ,Injured or Suspended,5,146,29.2,38.9
5,Kyrie Irving  ,Injured or Suspended,6,182,30.333333333333332,39.00277777777777
6,Kyrie Irving  ,Injured or Suspended,7,217,31.0,39.53095238095238
7,Kyrie Irving  ,Injured or Suspended,8,222,27.75,38.68541666666666
0,Kawhi Leonard  ,Injured or Suspended,1,16,16.0,21.28333333333333
1,Kawhi Leonard  ,Injured or Suspended,2,31,15.5,20.991666666666667
0,Jusuf Nurkic  ,Injured or Suspended,1,8,8.0,25.183333333333334
1,Jusuf Nurkic  ,Injured or Suspended,2,46,23.0,30.166666666666664
2,Jusuf Nurkic  ,Injured or Suspended,3,65,21.666666666666668,30.11111111111111
3,Jusuf Nurkic  ,Injured or Suspended,4,92,23.0,31.445833333333333
4,Jusuf Nurkic  ,Injured or Suspended,5,104,20.8,30.306666666666665
5,Jusuf Nurkic  ,Injured or Suspended,6,148,24.666666666666668,30.619444444444444
6,Jusuf Nurkic  ,Injured or Suspended,7,188,26.857142857142858,31.207142857142856
7,Jusuf Nurkic  ,Injured or Suspended,8,207,25.875,30.393749999999997
8,Jusuf Nurkic  ,Injured or Suspended,9,215,23.88888888888889,29.54444444444444
9,Jusuf Nurkic  ,Injured or Suspended,10,232,23.2,29.454999999999995
10,Jusuf Nurkic  ,Injured or Suspended,11,240,21.818181818181817,28.140909090909087
0,Kristaps Porzingis  ,Injured or Suspended,1,23,23.0,31.78333333333333
1,Kristaps Porzingis  ,Injured or Suspended,2,39,19.5,30.291666666666664
2,Kristaps Porzingis  ,Injured or Suspended,3,70,23.333333333333332,32.83888888888888
3,Kristaps Porzingis  ,Injured or Suspended,4,93,23.25,30.954166666666662
4,Kristaps Porzingis  ,Injured or Suspended,5,116,23.2,30.949999999999996
5,Kristaps Porzingis  ,Injured or Suspended,6,142,23.666666666666668,30.44444444444444
6,Kristaps Porzingis  ,Injured or Suspended,7,184,26.285714285714285,31.04761904761904
7,Kristaps Porzingis  ,Injured or Suspended,8,226,28.25,31.46666666666666
8,Kristaps Porzingis  ,Injured or Suspended,9,248,27.555555555555557,30.82407407407407
9,Kristaps Porzingis  ,Injured or Suspended,10,255,25.5,30.829999999999995
10,Kristaps Porzingis  ,Injured or Suspended,11,278,25.272727272727273,30.824242424242417
11,Kristaps Porzingis  ,Injured or Suspended,12,322,26.833333333333332,30.972222222222218
12,Kristaps Porzingis  ,Injured or Suspended,13,354,27.23076923076923,31.00384615384615
0,Kevin Porter Jr.  ,Injured or Suspended,1,26,26.0,33.95
1,Kevin Porter Jr.  ,Injured or Suspended,2,42,21.0,34.55833333333334
2,Kevin Porter Jr.  ,Injured or Suspended,3,63,21.0,34.28333333333334
3,Kevin Porter Jr.  ,Injured or Suspended,4,97,24.25,34.391666666666666
4,Kevin Porter Jr.  ,Injured or Suspended,5,116,23.2,34.589999999999996
5,Kevin Porter Jr.  ,Injured or Suspended,6,132,22.0,34.577777777777776
6,Kevin Porter Jr.  ,Injured or Suspended,7,160,22.857142857142858,34.56428571428571
7,Kevin Porter Jr.  ,Injured or Suspended,8,176,22.0,34.479166666666664
8,Kevin Porter Jr.  ,Injured or Suspended,9,195,21.666666666666668,34.89074074074074
9,Kevin Porter Jr.  ,Injured or Suspended,10,205,20.5,34.321666666666665
10,Kevin Porter Jr.  ,Injured or Suspended,11,237,21.545454545454547,34.65151515151515
11,Kevin Porter Jr.  ,Injured or Suspended,12,256,21.333333333333332,35.134722222222216
12,Kevin Porter Jr.  ,Injured or Suspended,13,270,20.76923076923077,35.01153846153846
13,Kevin Porter Jr.  ,Injured or Suspended,14,282,20.142857142857142,34.76904761904762
0,Myles Turner  ,Injured or Suspended,1,10,10.0,24.3
1,Myles Turner  ,Injured or Suspended,2,53,26.5,28.325000000000003
2,Myles Turner  ,Injured or Suspended,3,56,18.666666666666668,25.61666666666667
3,Myles Turner  ,Injured or Suspended,4,77,19.25,27.070833333333336
4,Myles Turner  ,Injured or Suspended,5,131,26.2,28.98
5,Myles Turner  ,Injured or Suspended,6,160,26.666666666666668,28.430555555555557
6,Myles Turner  ,Injured or Suspended,7,193,27.571428571428573,28.22142857142857
0,Jaden Ivey  ,Injured or Suspended,1,22,22.0,31.73333333333333
1,Jaden Ivey  ,Injured or Suspended,2,41,20.5,30.4
2,Jaden Ivey  ,Injured or Suspended,3,66,22.0,31.755555555555556
3,Jaden Ivey  ,Injured or Suspended,4,78,19.5,31.025
4,Jaden Ivey  ,Injured or Suspended,5,87,17.4,29.496666666666663
5,Jaden Ivey  ,Injured or Suspended,6,103,17.166666666666668,29.827777777777772
6,Jaden Ivey  ,Injured or Suspended,7,119,17.0,31.319047619047613
7,Jaden Ivey  ,Injured or Suspended,8,124,15.5,31.18541666666666
8,Jaden Ivey  ,Injured or Suspended,9,141,15.666666666666666,31.518518518518515
9,Jaden Ivey  ,Injured or Suspended,10,174,17.4,31.751666666666665
10,Jaden Ivey  ,Injured or Suspended,11,209,19.0,31.718181818181815
11,Jaden Ivey  ,Injured or Suspended,12,214,17.833333333333332,31.161111111111108
12,Jaden Ivey  ,Injured or Suspended,13,240,18.46153846153846,31.39230769230769
13,Jaden Ivey  ,Injured or Suspended,14,259,18.5,31.597619047619045
0,Kevin Love  ,Injured or Suspended,1,14,14.0,20.9
1,Kevin Love  ,Injured or Suspended,2,52,26.0,21.866666666666664
2,Kevin Love  ,Injured or Suspended,3,60,20.0,19.366666666666664
3,Kevin Love  ,Injured or Suspended,4,68,17.0,19.270833333333332
4,Kevin Love  ,Injured or Suspended,5,78,15.6,19.593333333333334
5,Kevin Love  ,Injured or Suspended,6,118,19.666666666666668,20.075
6,Kevin Love  ,Injured or Suspended,7,121,17.285714285714285,19.28809523809524
7,Kevin Love  ,Injured or Suspended,8,165,20.625,19.806250000000002
8,Kevin Love  ,Injured or Suspended,9,187,20.77777777777778,19.835185185185185
9,Kevin Love  ,Injured or Suspended,10,213,21.3,20.360000000000003
10,Kevin Love  ,Injured or Suspended,11,228,20.727272727272727,20.431818181818183
11,Kevin Love  ,Injured or Suspended,12,240,20.0,20.563888888888894
12,Kevin Love  ,Injured or Suspended,13,257,19.76923076923077,21.223076923076924
0,Caris LeVert  ,Injured or Suspended,1,18,18.0,34.68333333333333
1,Caris LeVert  ,Injured or Suspended,2,38,19.0,34.06666666666666
2,Caris LeVert  ,Injured or Suspended,3,47,15.666666666666666,34.67777777777778
3,Caris LeVert  ,Injured or Suspended,4,54,13.5,34.36666666666667
4,Caris LeVert  ,Injured or Suspended,5,103,20.6,36.05333333333333
5,Caris LeVert  ,Injured or Suspended,6,103,17.166666666666668,34.92222222222222
6,Caris LeVert  ,Injured or Suspended,7,122,17.428571428571427,36.52380952380952
7,Caris LeVert  ,Injured or Suspended,8,144,18.0,35.73541666666666
8,Caris LeVert  ,Injured or Suspended,9,158,17.555555555555557,35.04999999999999
9,Caris LeVert  ,Injured or Suspended,10,166,16.6,35.18499999999999
10,Caris LeVert  ,Injured or Suspended,11,197,17.90909090909091,35.47272727272727
11,Caris LeVert  ,Injured or Suspended,12,204,17.0,35.322222222222216
12,Caris LeVert  ,Injured or Suspended,13,221,17.0,34.72692307692307
0,Aaron Gordon  ,Injured or Suspended,1,33,33.0,32.96666666666667
1,Aaron Gordon  ,Injured or Suspended,2,39,19.5,30.875
2,Aaron Gordon  ,Injured or Suspended,3,58,19.333333333333332,30.03888888888889
3,Aaron Gordon  ,Injured or Suspended,4,86,21.5,29.433333333333337
4,Aaron Gordon  ,Injured or Suspended,5,100,20.0,29.24666666666667
5,Aaron Gordon  ,Injured or Suspended,6,100,16.666666666666668,27.925
6,Aaron Gordon  ,Injured or Suspended,7,123,17.571428571428573,28.31904761904762
7,Aaron Gordon  ,Injured or Suspended,8,158,19.75,29.220833333333335
8,Aaron Gordon  ,Injured or Suspended,9,170,18.88888888888889,28.479629629629628
9,Aaron Gordon  ,Injured or Suspended,10,190,19.0,28.601666666666667
10,Aaron Gordon  ,Injured or Suspended,11,228,20.727272727272727,29.127272727272725
11,Aaron Gordon  ,Injured or Suspended,12,249,20.75,29.23333333333333
12,Aaron Gordon  ,Injured or Suspended,13,265,20.384615384615383,28.98333333333333
