G,Date,Age,Opp,W/L,At,Name,Tm,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc_y,BPM
4,2022-10-24,26-167,BRK,W (+10),,Tyus Jones  ,MEM,0.0,24.283333333333335,4.0,10.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,8.0,-12.0,0.4,0.4,10.4,5.6,8.1,5.1,0.0,0.0,16.7,20.5,87.0,133.0,2.2,-14.1
5,2022-10-27,26-170,SAC,W (+15),@,Tyus Jones  ,MEM,0.0,23.55,6.0,11.0,1.0,4.0,1.0,1.0,0.0,2.0,2.0,5.0,0.0,0.0,1.0,1.0,14.0,18.0,0.612,0.591,0.0,9.9,4.9,27.7,0.0,0.0,8.0,22.7,130.0,119.0,11.4,0.7
6,2022-10-29,26-172,UTA,L (-1),@,Tyus Jones  ,MEM,1.0,32.93333333333333,10.0,15.0,3.0,5.0,0.0,2.0,0.0,1.0,1.0,10.0,2.0,0.0,1.0,0.0,23.0,-9.0,0.724,0.767,0.0,3.6,2.0,41.1,2.8,0.0,5.9,21.5,155.0,123.0,24.0,11.1
7,2022-10-31,26-174,UTA,L (-16),@,Tyus Jones  ,MEM,0.0,27.3,5.0,9.0,2.0,5.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,5.0,1.0,12.0,-18.0,0.667,0.667,0.0,7.8,3.5,12.0,1.7,0.0,35.7,19.5,87.0,121.0,5.3,-5.4
8,2022-11-02,26-176,POR,W (+5),@,Tyus Jones  ,MEM,0.0,23.85,1.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,2.0,-1.0,0.167,0.167,0.0,0.0,0.0,28.0,2.0,0.0,0.0,11.1,83.0,112.0,1.9,-9.0
9,2022-11-04,26-178,CHO,W (+31),,Tyus Jones  ,MEM,0.0,14.133333333333333,5.0,8.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,11.0,3.0,0.652,0.625,0.0,12.6,6.7,30.9,0.0,0.0,0.0,23.1,153.0,101.0,10.1,4.9
10,2022-11-06,26-180,WAS,W (+6),,Tyus Jones  ,MEM,0.0,19.15,2.0,5.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,7.0,12.0,0.595,0.5,0.0,0.0,0.0,22.1,2.7,0.0,14.5,15.7,120.0,108.0,6.4,2.1
11,2022-11-07,26-181,BOS,L (-3),,Tyus Jones  ,MEM,0.0,15.183333333333334,3.0,5.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,6.0,-21.0,0.6,0.6,0.0,7.2,3.5,30.1,0.0,0.0,0.0,14.6,137.0,114.0,6.1,1.5
12,2022-11-09,26-183,SAS,W (+2),@,Tyus Jones  ,MEM,0.0,19.633333333333333,4.0,10.0,3.0,5.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,11.0,-10.0,0.55,0.55,0.0,5.6,2.9,20.7,0.0,0.0,9.1,24.2,127.0,124.0,7.0,0.5
13,2022-11-11,26-185,MIN,W (+11),,Tyus Jones  ,MEM,0.0,19.016666666666666,3.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,6.0,14.0,0.5,0.5,6.2,0.0,3.2,20.8,0.0,0.0,14.3,15.7,112.0,118.0,4.8,-4.3
14,2022-11-13,26-187,WAS,L (-10),@,Tyus Jones  ,MEM,1.0,36.25,7.0,18.0,1.0,4.0,2.0,2.0,0.0,3.0,3.0,5.0,3.0,0.0,2.0,1.0,17.0,-4.0,0.45,0.417,0.0,8.6,4.1,23.0,4.0,0.0,9.6,23.8,96.0,102.0,12.2,0.9
15,2022-11-15,26-189,NOP,L (-11),@,Tyus Jones  ,MEM,0.0,19.6,1.0,4.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,-17.0,0.375,0.375,0.0,5.6,2.6,20.7,0.0,0.0,0.0,8.6,112.0,124.0,3.0,-5.5
16,2022-11-18,26-192,OKC,W (+11),,Tyus Jones  ,MEM,0.0,23.166666666666668,4.0,7.0,1.0,4.0,4.0,4.0,1.0,1.0,2.0,5.0,0.0,1.0,1.0,2.0,13.0,1.0,0.742,0.643,4.0,4.3,4.1,33.7,0.0,3.3,10.2,16.6,155.0,112.0,13.1,6.6
17,2022-11-20,26-194,BRK,L (-12),@,Tyus Jones  ,MEM,1.0,34.35,5.0,10.0,2.0,2.0,1.0,3.0,0.0,3.0,3.0,6.0,0.0,0.0,1.0,0.0,13.0,-5.0,0.574,0.6,0.0,11.6,4.7,23.3,0.0,0.0,8.1,14.0,119.0,129.0,11.3,-4.6
18,2022-11-22,26-196,SAC,L (-4),,Tyus Jones  ,MEM,0.0,27.3,3.0,9.0,2.0,5.0,0.0,0.0,0.0,3.0,3.0,6.0,2.0,0.0,1.0,2.0,8.0,-11.0,0.444,0.444,0.0,11.7,5.6,29.5,3.3,0.0,10.0,14.4,105.0,107.0,8.2,-0.4
19,2022-11-25,26-199,NOP,W (+21),,Tyus Jones  ,MEM,0.0,21.4,3.0,7.0,3.0,5.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,9.0,11.0,0.643,0.643,5.2,0.0,2.6,33.4,0.0,0.0,12.5,15.4,147.0,119.0,9.2,5.6
20,2022-11-27,26-201,NYK,W (+4),@,Tyus Jones  ,MEM,0.0,19.05,1.0,5.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,2.0,-1.0,0.2,0.2,0.0,11.0,5.5,40.6,0.0,0.0,0.0,10.6,113.0,130.0,4.4,-5.3
1,2022-10-19,34-090,UTA,L (-21),@,DeAndre Jordan  ,DEN,0.0,6.466666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,-13.0,0.0,0.0,0.0,41.2,19.0,18.6,0.0,0.0,0.0,0.0,213.0,121.0,0.9,0.1
2,2022-10-21,34-092,GSW,W (+5),@,DeAndre Jordan  ,DEN,0.0,13.6,4.0,4.0,0.0,0.0,1.0,2.0,3.0,2.0,5.0,0.0,0.0,1.0,2.0,1.0,9.0,8.0,0.922,1.0,26.5,19.6,23.2,0.0,0.0,8.0,29.1,20.8,126.0,117.0,8.4,1.2
3,2022-10-24,34-095,POR,L (-25),@,DeAndre Jordan  ,DEN,0.0,10.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,4.0,-3.0,0.515,0.667,0.0,25.9,11.6,13.6,0.0,0.0,0.0,17.7,106.0,144.0,2.8,-4.1
4,2022-10-26,34-097,LAL,W (+11),,DeAndre Jordan  ,DEN,0.0,10.433333333333334,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,1.0,2.0,-10.0,1.0,1.0,0.0,44.2,22.8,0.0,0.0,7.7,50.0,8.2,68.0,91.0,2.5,-4.8
5,2022-10-28,34-099,UTA,W (+16),,DeAndre Jordan  ,DEN,0.0,20.533333333333335,4.0,6.0,1.0,1.0,3.0,6.0,4.0,9.0,13.0,1.0,0.0,0.0,4.0,5.0,12.0,11.0,0.694,0.75,19.9,42.9,31.7,7.9,0.0,0.0,31.6,26.4,106.0,101.0,8.4,-3.5
6,2022-10-30,34-101,LAL,L (-11),@,DeAndre Jordan  ,DEN,0.0,12.133333333333333,2.0,2.0,0.0,0.0,1.0,2.0,2.0,4.0,6.0,0.0,1.0,2.0,0.0,2.0,5.0,-11.0,0.868,1.0,15.5,33.0,24.0,0.0,4.1,12.0,0.0,10.1,184.0,103.0,8.2,9.3
7,2022-11-05,34-107,SAS,W (+25),,DeAndre Jordan  ,DEN,0.0,16.616666666666667,5.0,6.0,0.0,0.0,0.0,0.0,2.0,6.0,8.0,1.0,0.0,0.0,1.0,3.0,10.0,5.0,0.833,0.833,18.1,40.3,30.8,7.5,0.0,0.0,14.3,18.8,147.0,105.0,9.5,0.4
8,2022-11-07,34-109,SAS,W (+6),@,DeAndre Jordan  ,DEN,0.0,14.05,1.0,2.0,0.0,0.0,2.0,2.0,3.0,5.0,8.0,1.0,0.0,0.0,2.0,1.0,4.0,-9.0,0.694,0.5,28.5,40.7,35.0,7.8,0.0,0.0,41.0,14.3,112.0,107.0,4.9,-5.8
9,2022-11-09,34-111,IND,W (+3),@,DeAndre Jordan  ,DEN,0.0,17.6,3.0,3.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,3.0,0.0,8.0,-1.0,1.031,1.0,0.0,11.6,6.0,7.8,0.0,5.1,43.6,15.7,105.0,114.0,6.1,-1.3
10,2022-11-11,34-113,BOS,L (-19),@,DeAndre Jordan  ,DEN,0.0,9.183333333333334,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,-5.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,9.9,0.0,9.9,101.0,139.0,1.7,-5.9
11,2022-11-13,34-115,CHI,W (+23),@,DeAndre Jordan  ,DEN,0.0,16.983333333333334,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,2.0,1.0,4.0,-5.0,0.82,1.0,8.6,14.5,11.8,13.3,0.0,4.8,45.0,11.9,106.0,106.0,4.0,-1.3
12,2022-11-16,34-118,NYK,L (-3),,DeAndre Jordan  ,DEN,1.0,26.0,2.0,4.0,0.0,0.0,0.0,2.0,2.0,6.0,8.0,2.0,0.0,1.0,1.0,2.0,4.0,10.0,0.41,0.5,8.8,27.7,18.0,11.4,0.0,3.7,17.0,10.3,97.0,109.0,4.7,-3.3
13,2022-11-18,34-120,DAL,L (-28),@,DeAndre Jordan  ,DEN,1.0,20.35,3.0,3.0,0.0,0.0,0.0,1.0,4.0,3.0,7.0,2.0,1.0,1.0,3.0,2.0,6.0,-6.0,0.872,1.0,18.5,24.4,20.6,15.3,2.5,5.2,46.6,13.9,105.0,129.0,7.7,-1.3
14,2022-11-20,34-122,DAL,W (+1),@,DeAndre Jordan  ,DEN,1.0,33.81666666666667,4.0,5.0,0.0,0.0,0.0,1.0,2.0,15.0,17.0,1.0,1.0,0.0,1.0,2.0,8.0,4.0,0.735,0.8,8.3,46.3,30.2,4.5,1.5,0.0,15.5,9.0,130.0,102.0,11.5,0.4
15,2022-11-22,34-124,DET,L (-2),,DeAndre Jordan  ,DEN,0.0,11.266666666666667,0.0,2.0,0.0,0.0,1.0,2.0,1.0,3.0,4.0,2.0,0.0,1.0,1.0,3.0,1.0,-15.0,0.174,0.0,9.9,32.8,20.8,19.8,0.0,7.1,25.8,14.4,68.0,110.0,0.7,-9.1
1,2022-10-19,31-060,ORL,W (+4),,Cory Joseph  ,DET,0.0,15.116666666666667,3.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,8.0,-1.0,1.333,1.333,0.0,8.1,3.6,20.8,0.0,0.0,0.0,8.2,258.0,116.0,7.6,4.9
2,2022-10-21,31-062,NYK,L (-24),@,Cory Joseph  ,DET,0.0,12.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,-26.0,0.0,0.0,7.5,8.3,7.9,30.0,0.0,0.0,50.0,6.6,79.0,129.0,1.0,-11.0
3,2022-10-22,31-063,IND,L (-9),@,Cory Joseph  ,DET,0.0,16.05,3.0,6.0,2.0,3.0,2.0,2.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,10.0,-5.0,0.727,0.667,0.0,5.3,2.7,32.0,0.0,0.0,0.0,17.0,165.0,129.0,8.6,3.9
4,2022-10-25,31-066,WAS,L (-21),@,Cory Joseph  ,DET,0.0,14.333333333333334,2.0,5.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,5.0,0.0,0.5,0.5,0.0,8.6,3.8,11.4,6.9,0.0,28.6,20.9,77.0,113.0,3.3,-0.3
5,2022-10-26,31-067,ATL,L (-5),,Cory Joseph  ,DET,1.0,31.633333333333333,0.0,3.0,0.0,1.0,2.0,2.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,4.0,2.0,2.0,0.258,0.0,0.0,11.4,5.3,21.7,0.0,0.0,0.0,5.2,120.0,121.0,3.4,-8.8
6,2022-10-28,31-069,ATL,L (-24),,Cory Joseph  ,DET,0.0,16.083333333333332,0.0,3.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,-5.0,0.129,0.0,0.0,0.0,0.0,16.1,0.0,4.4,20.5,12.9,44.0,141.0,-0.4,-13.6
7,2022-10-30,31-071,GSW,W (+14),,Cory Joseph  ,DET,0.0,4.933333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,-7.6
8,2022-11-02,31-074,MIL,L (-25),@,Cory Joseph  ,DET,0.0,10.45,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,6.0,0.0,0.0,0.0,2.0,2.0,-6.0,0.5,0.5,11.8,9.6,10.6,97.0,0.0,0.0,0.0,8.6,165.0,119.0,5.4,7.9
9,2022-11-04,31-076,CLE,L (-24),,Cory Joseph  ,DET,0.0,6.083333333333333,1.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,-1.0,0.5,0.5,0.0,22.5,9.7,34.1,0.0,0.0,25.0,29.3,84.0,123.0,0.9,-8.5
10,2022-11-09,31-081,BOS,L (-16),@,Cory Joseph  ,DET,0.0,5.6,1.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,8.0,0.694,0.5,0.0,0.0,0.0,60.3,8.7,0.0,0.0,21.2,167.0,116.0,5.4,23.2
11,2022-11-11,31-083,NYK,L (-9),@,Cory Joseph  ,DET,1.0,5.916666666666667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,21.9,0.0,0.0,0.0,7.2,55.0,133.0,-1.6,-24.8
12,2022-11-12,31-084,BOS,L (-9),,Cory Joseph  ,DET,0.0,10.683333333333334,2.0,4.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,7.0,-5.0,0.658,0.625,0.0,0.0,0.0,32.1,0.0,0.0,0.0,21.3,149.0,128.0,5.6,4.7
13,2022-11-20,31-092,SAC,L (-8),@,Cory Joseph  ,DET,0.0,15.833333333333334,5.0,10.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,12.0,6.0,0.6,0.6,7.1,0.0,4.0,47.6,0.0,0.0,0.0,27.3,147.0,142.0,10.8,6.4
14,2022-11-22,31-094,DEN,W (+2),@,Cory Joseph  ,DET,0.0,17.883333333333333,2.0,8.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,4.0,1.0,0.0,0.0,3.0,5.0,8.0,0.313,0.313,6.9,6.2,6.5,27.1,2.8,0.0,0.0,19.5,102.0,112.0,3.8,-4.8
15,2022-11-23,31-095,UTA,W (+9),@,Cory Joseph  ,DET,0.0,22.533333333333335,3.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,6.0,5.0,0.375,0.375,0.0,0.0,0.0,34.0,0.0,0.0,0.0,15.8,110.0,128.0,5.4,-7.4
16,2022-11-27,31-099,CLE,L (-8),,Cory Joseph  ,DET,0.0,16.8,5.0,8.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,-9.0,0.536,0.625,0.0,0.0,0.0,13.2,0.0,0.0,9.7,28.5,97.0,121.0,4.9,-4.0
1,2022-10-26,19-139,POR,W (+21),@,Nikola Jović  ,MIA,0.0,13.716666666666667,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,5.0,2.0,3.0,0.333,0.333,8.3,8.3,8.3,0.0,3.7,0.0,25.0,12.6,67.0,103.0,-0.7,-15.9
2,2022-10-27,19-140,GSW,L (-13),@,Nikola Jović  ,MIA,0.0,7.6,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,-2.0,0.5,0.5,0.0,0.0,0.0,24.0,6.5,0.0,0.0,23.0,109.0,124.0,3.7,3.2
3,2022-10-29,19-142,SAC,L (-6),@,Nikola Jović  ,MIA,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,-6.8
4,2022-11-12,19-156,CHO,W (+17),,Nikola Jović  ,MIA,0.0,1.6333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,50.0,51.4,58.0,117.0,1.7,21.9
5,2022-11-16,19-160,TOR,L (-8),@,Nikola Jović  ,MIA,1.0,23.816666666666666,4.0,8.0,1.0,3.0,4.0,4.0,1.0,2.0,3.0,1.0,1.0,0.0,2.0,1.0,13.0,-3.0,0.666,0.563,6.7,11.5,9.3,7.2,2.2,0.0,17.0,24.0,117.0,122.0,9.6,0.6
6,2022-11-18,19-162,WAS,L (-1),@,Nikola Jović  ,MIA,1.0,30.233333333333334,4.0,10.0,1.0,3.0,9.0,10.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,2.0,18.0,6.0,0.625,0.45,6.3,13.7,9.8,0.0,0.0,0.0,0.0,20.8,136.0,104.0,14.0,2.1
7,2022-11-20,19-164,CLE,L (-26),@,Nikola Jović  ,MIA,1.0,32.21666666666667,2.0,9.0,1.0,6.0,2.0,2.0,2.0,2.0,4.0,5.0,1.0,0.0,1.0,2.0,7.0,-7.0,0.354,0.278,6.3,9.3,7.5,26.6,1.6,0.0,9.2,15.3,93.0,124.0,6.2,-2.2
8,2022-11-21,19-165,MIN,L (-4),@,Nikola Jović  ,MIA,1.0,22.883333333333333,1.0,5.0,0.0,3.0,2.0,2.0,1.0,4.0,5.0,3.0,1.0,0.0,1.0,1.0,4.0,-2.0,0.34,0.2,4.6,21.0,12.2,19.1,2.0,0.0,14.5,12.2,89.0,103.0,4.5,-4.1
9,2022-11-23,19-167,WAS,W (+8),,Nikola Jović  ,MIA,1.0,12.466666666666667,3.0,7.0,1.0,3.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,2.0,0.0,7.0,-8.0,0.5,0.5,0.0,41.9,20.1,0.0,0.0,0.0,22.2,30.2,75.0,105.0,2.8,-9.8
10,2022-11-25,19-169,WAS,W (+3),,Nikola Jović  ,MIA,1.0,14.466666666666667,3.0,6.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,7.0,-1.0,0.543,0.5,0.0,6.6,3.6,0.0,3.4,6.1,0.0,19.6,113.0,105.0,5.6,1.3
1,2022-10-26,19-139,POR,W (+21),@,Nikola Jović  ,MIA,0.0,13.716666666666667,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,5.0,2.0,3.0,0.333,0.333,8.3,8.3,8.3,0.0,3.7,0.0,25.0,12.6,67.0,103.0,-0.7,-15.9
2,2022-10-27,19-140,GSW,L (-13),@,Nikola Jović  ,MIA,0.0,7.6,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,-2.0,0.5,0.5,0.0,0.0,0.0,24.0,6.5,0.0,0.0,23.0,109.0,124.0,3.7,3.2
3,2022-10-29,19-142,SAC,L (-6),@,Nikola Jović  ,MIA,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,-6.8
4,2022-11-12,19-156,CHO,W (+17),,Nikola Jović  ,MIA,0.0,1.6333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,50.0,51.4,58.0,117.0,1.7,21.9
5,2022-11-16,19-160,TOR,L (-8),@,Nikola Jović  ,MIA,1.0,23.816666666666666,4.0,8.0,1.0,3.0,4.0,4.0,1.0,2.0,3.0,1.0,1.0,0.0,2.0,1.0,13.0,-3.0,0.666,0.563,6.7,11.5,9.3,7.2,2.2,0.0,17.0,24.0,117.0,122.0,9.6,0.6
6,2022-11-18,19-162,WAS,L (-1),@,Nikola Jović  ,MIA,1.0,30.233333333333334,4.0,10.0,1.0,3.0,9.0,10.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,2.0,18.0,6.0,0.625,0.45,6.3,13.7,9.8,0.0,0.0,0.0,0.0,20.8,136.0,104.0,14.0,2.1
7,2022-11-20,19-164,CLE,L (-26),@,Nikola Jović  ,MIA,1.0,32.21666666666667,2.0,9.0,1.0,6.0,2.0,2.0,2.0,2.0,4.0,5.0,1.0,0.0,1.0,2.0,7.0,-7.0,0.354,0.278,6.3,9.3,7.5,26.6,1.6,0.0,9.2,15.3,93.0,124.0,6.2,-2.2
8,2022-11-21,19-165,MIN,L (-4),@,Nikola Jović  ,MIA,1.0,22.883333333333333,1.0,5.0,0.0,3.0,2.0,2.0,1.0,4.0,5.0,3.0,1.0,0.0,1.0,1.0,4.0,-2.0,0.34,0.2,4.6,21.0,12.2,19.1,2.0,0.0,14.5,12.2,89.0,103.0,4.5,-4.1
9,2022-11-23,19-167,WAS,W (+8),,Nikola Jović  ,MIA,1.0,12.466666666666667,3.0,7.0,1.0,3.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,2.0,0.0,7.0,-8.0,0.5,0.5,0.0,41.9,20.1,0.0,0.0,0.0,22.2,30.2,75.0,105.0,2.8,-9.8
10,2022-11-25,19-169,WAS,W (+3),,Nikola Jović  ,MIA,1.0,14.466666666666667,3.0,6.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,7.0,-1.0,0.543,0.5,0.0,6.6,3.6,0.0,3.4,6.1,0.0,19.6,113.0,105.0,5.6,1.3
1,2022-10-26,19-139,POR,W (+21),@,Nikola Jović  ,MIA,0.0,13.716666666666667,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,5.0,2.0,3.0,0.333,0.333,8.3,8.3,8.3,0.0,3.7,0.0,25.0,12.6,67.0,103.0,-0.7,-15.9
2,2022-10-27,19-140,GSW,L (-13),@,Nikola Jović  ,MIA,0.0,7.6,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,-2.0,0.5,0.5,0.0,0.0,0.0,24.0,6.5,0.0,0.0,23.0,109.0,124.0,3.7,3.2
3,2022-10-29,19-142,SAC,L (-6),@,Nikola Jović  ,MIA,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,-6.8
4,2022-11-12,19-156,CHO,W (+17),,Nikola Jović  ,MIA,0.0,1.6333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,50.0,51.4,58.0,117.0,1.7,21.9
5,2022-11-16,19-160,TOR,L (-8),@,Nikola Jović  ,MIA,1.0,23.816666666666666,4.0,8.0,1.0,3.0,4.0,4.0,1.0,2.0,3.0,1.0,1.0,0.0,2.0,1.0,13.0,-3.0,0.666,0.563,6.7,11.5,9.3,7.2,2.2,0.0,17.0,24.0,117.0,122.0,9.6,0.6
6,2022-11-18,19-162,WAS,L (-1),@,Nikola Jović  ,MIA,1.0,30.233333333333334,4.0,10.0,1.0,3.0,9.0,10.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,2.0,18.0,6.0,0.625,0.45,6.3,13.7,9.8,0.0,0.0,0.0,0.0,20.8,136.0,104.0,14.0,2.1
7,2022-11-20,19-164,CLE,L (-26),@,Nikola Jović  ,MIA,1.0,32.21666666666667,2.0,9.0,1.0,6.0,2.0,2.0,2.0,2.0,4.0,5.0,1.0,0.0,1.0,2.0,7.0,-7.0,0.354,0.278,6.3,9.3,7.5,26.6,1.6,0.0,9.2,15.3,93.0,124.0,6.2,-2.2
8,2022-11-21,19-165,MIN,L (-4),@,Nikola Jović  ,MIA,1.0,22.883333333333333,1.0,5.0,0.0,3.0,2.0,2.0,1.0,4.0,5.0,3.0,1.0,0.0,1.0,1.0,4.0,-2.0,0.34,0.2,4.6,21.0,12.2,19.1,2.0,0.0,14.5,12.2,89.0,103.0,4.5,-4.1
9,2022-11-23,19-167,WAS,W (+8),,Nikola Jović  ,MIA,1.0,12.466666666666667,3.0,7.0,1.0,3.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,2.0,0.0,7.0,-8.0,0.5,0.5,0.0,41.9,20.1,0.0,0.0,0.0,22.2,30.2,75.0,105.0,2.8,-9.8
10,2022-11-25,19-169,WAS,W (+3),,Nikola Jović  ,MIA,1.0,14.466666666666667,3.0,6.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,7.0,-1.0,0.543,0.5,0.0,6.6,3.6,0.0,3.4,6.1,0.0,19.6,113.0,105.0,5.6,1.3
1,2022-10-28,29-207,DET,W (+24),@,Frank Kaminsky  ,ATL,0.0,3.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,64.2,36.2,28.6,0.0,0.0,0.0,0.0,222.0,100.0,0.9,5.9
2,2022-10-31,29-210,TOR,L (-30),@,Frank Kaminsky  ,ATL,0.0,6.333333333333333,0.0,1.0,0.0,1.0,4.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,-6.0,0.725,0.0,0.0,18.0,9.4,19.4,0.0,0.0,26.6,25.2,122.0,138.0,2.9,-0.9
3,2022-11-02,29-212,NYK,W (+13),@,Frank Kaminsky  ,ATL,0.0,1.1166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,-11.5
