Name,Week,Tm,FPoints
Jalen McDaniels  ,4.0,CHO,26
Jalen Smith  ,0.0,IND,53
Jalen Smith  ,1.0,IND,82
Jalen Smith  ,2.0,IND,1
Jalen Smith  ,3.0,IND,52
Jalen Suggs  ,0.0,ORL,24
Jalen Suggs  ,2.0,ORL,36
Jalen Suggs  ,3.0,ORL,51
Jalen Suggs  ,4.0,ORL,2
Jamal Cain  ,3.0,MIA,5
Jamal Murray  ,0.0,DEN,23
Jamal Murray  ,1.0,DEN,47
Jamal Murray  ,2.0,DEN,41
Jamal Murray  ,3.0,DEN,81
James Bouknight  ,0.0,CHO,4
James Bouknight  ,1.0,CHO,17
James Bouknight  ,2.0,CHO,37
James Bouknight  ,3.0,CHO,22
James Bouknight  ,4.0,CHO,-1
James Harden  ,0.0,PHI,333
James Harden  ,1.0,PHI,345
James Harden  ,2.0,PHI,228
James Johnson  ,0.0,IND,10
James Johnson  ,1.0,IND,14
James Johnson  ,2.0,IND,14
James Wiseman  ,0.0,GSW,42
James Wiseman  ,1.0,GSW,33
James Wiseman  ,2.0,GSW,17
James Wiseman  ,4.0,GSW,4
Jaren Jackson Jr.  ,4.0,MEM,4
Jarred Vanderbilt  ,0.0,UTA,59
Jarred Vanderbilt  ,1.0,UTA,66
Jarred Vanderbilt  ,2.0,UTA,56
Jarred Vanderbilt  ,3.0,UTA,43
Jarred Vanderbilt  ,4.0,UTA,10
Jarrett Allen  ,0.0,CLE,69
Jarrett Allen  ,1.0,CLE,73
Jarrett Allen  ,2.0,CLE,76
Jarrett Allen  ,3.0,CLE,76
Jarrett Culver  ,3.0,ATL,0
Jarrett Culver  ,4.0,ATL,0
Jason Preston  ,0.0,LAC,-3
Jaxson Hayes  ,0.0,NOP,-1
Jaxson Hayes  ,1.0,NOP,7
Jaxson Hayes  ,2.0,NOP,-1
Jaylen Brown  ,0.0,BOS,78
Jaylen Brown  ,1.0,BOS,75
Jaylen Brown  ,2.0,BOS,72
Jaylen Brown  ,3.0,BOS,85
Jaylen Brown  ,4.0,BOS,23
Jaylen Nowell  ,0.0,MIN,88
Jaylen Nowell  ,1.0,MIN,96
Jaylen Nowell  ,2.0,MIN,52
Jaylen Nowell  ,3.0,MIN,60
Jayson Tatum  ,0.0,BOS,124
Jayson Tatum  ,1.0,BOS,92
Jayson Tatum  ,2.0,BOS,114
Jayson Tatum  ,3.0,BOS,150
Jayson Tatum  ,4.0,BOS,33
Jeff Dowtin  ,2.0,TOR,5
Jeff Dowtin  ,4.0,TOR,9
Jerami Grant  ,0.0,POR,150
Jerami Grant  ,1.0,POR,132
Jerami Grant  ,2.0,POR,180
Jerami Grant  ,3.0,POR,309
Jerami Grant  ,4.0,POR,102
Jeremy Sochan  ,0.0,SAS,16
Jeremy Sochan  ,1.0,SAS,48
Jeremy Sochan  ,2.0,SAS,17
Jeremy Sochan  ,3.0,SAS,38
Jeremy Sochan  ,4.0,SAS,22
Jericho Sims  ,0.0,NYK,1
Jericho Sims  ,1.0,NYK,0
Jericho Sims  ,2.0,NYK,4
Jericho Sims  ,3.0,NYK,47
Jericho Sims  ,4.0,NYK,30
Jevon Carter  ,0.0,MIL,8
Jevon Carter  ,1.0,MIL,24
Jevon Carter  ,2.0,MIL,43
Jevon Carter  ,3.0,MIL,79
Jevon Carter  ,4.0,MIL,16
Jimmy Butler  ,0.0,MIA,71
Jimmy Butler  ,1.0,MIA,111
Jimmy Butler  ,2.0,MIA,26
Jimmy Butler  ,3.0,MIA,105
Jimmy Butler  ,4.0,MIA,37
Jock Landale  ,0.0,PHO,27
Jock Landale  ,1.0,PHO,47
Jock Landale  ,2.0,PHO,27
Jock Landale  ,3.0,PHO,25
Jock Landale  ,4.0,PHO,3
Joe Harris  ,0.0,BRK,6
Joe Harris  ,1.0,BRK,32
Joe Harris  ,2.0,BRK,39
Joe Harris  ,3.0,BRK,54
Joe Harris  ,4.0,BRK,0
Joel Embiid  ,0.0,PHI,101
Joel Embiid  ,1.0,PHI,86
Joel Embiid  ,3.0,PHI,191
John Butler  ,2.0,POR,3
John Collins  ,0.0,ATL,93
John Collins  ,1.0,ATL,51
John Collins  ,2.0,ATL,63
John Collins  ,3.0,ATL,50
John Collins  ,4.0,ATL,18
John Konchar  ,0.0,MEM,58
John Konchar  ,1.0,MEM,19
John Konchar  ,2.0,MEM,43
John Konchar  ,3.0,MEM,45
John Konchar  ,4.0,MEM,18
John Wall  ,0.0,LAC,125
John Wall  ,1.0,LAC,220
John Wall  ,2.0,LAC,150
John Wall  ,3.0,LAC,155
John Wall  ,4.0,LAC,95
Jonas Valanciunas  ,0.0,NOP,92
Jonas Valanciunas  ,1.0,NOP,72
Jonas Valanciunas  ,2.0,NOP,49
Jonas Valanciunas  ,3.0,NOP,78
Jonas Valanciunas  ,4.0,NOP,0
Jonathan Kuminga  ,0.0,GSW,5
Jonathan Kuminga  ,1.0,GSW,10
Jonathan Kuminga  ,2.0,GSW,19
Jonathan Kuminga  ,3.0,GSW,0
Jonathan Kuminga  ,4.0,GSW,19
Jordan Clarkson  ,0.0,UTA,60
Jordan Clarkson  ,1.0,UTA,75
Jordan Clarkson  ,2.0,UTA,86
Jordan Clarkson  ,3.0,UTA,71
Jordan Clarkson  ,4.0,UTA,9
Jordan Goodwin  ,1.0,WAS,14
Jordan Goodwin  ,2.0,WAS,22
Jordan Goodwin  ,3.0,WAS,75
Jordan McLaughlin  ,0.0,MIN,18
Jordan McLaughlin  ,1.0,MIN,18
Jordan McLaughlin  ,2.0,MIN,35
Jordan McLaughlin  ,3.0,MIN,13
Jordan Nwora  ,0.0,MIL,32
Jordan Nwora  ,1.0,MIL,38
Jordan Nwora  ,2.0,MIL,46
Jordan Nwora  ,3.0,MIL,44
Jordan Nwora  ,4.0,MIL,30
Jordan Poole  ,0.0,GSW,42
Jordan Poole  ,1.0,GSW,88
Jordan Poole  ,2.0,GSW,19
Jordan Poole  ,3.0,GSW,32
Jordan Poole  ,4.0,GSW,41
Jordan Schakel  ,1.0,WAS,5
Jose Alvarado  ,0.0,NOP,26
Jose Alvarado  ,1.0,NOP,28
Jose Alvarado  ,2.0,NOP,42
Jose Alvarado  ,3.0,NOP,35
Jose Alvarado  ,4.0,NOP,17
Josh Christopher  ,0.0,HOU,8
Josh Christopher  ,1.0,HOU,9
Josh Christopher  ,2.0,HOU,5
Josh Christopher  ,3.0,HOU,-1
Josh Christopher  ,4.0,HOU,7
Josh Giddey  ,0.0,OKC,68
Josh Giddey  ,2.0,OKC,36
Josh Giddey  ,3.0,OKC,115
Josh Giddey  ,4.0,OKC,11
Josh Hart  ,0.0,POR,70
Josh Hart  ,1.0,POR,51
Josh Hart  ,2.0,POR,40
Josh Hart  ,3.0,POR,55
Josh Hart  ,4.0,POR,18
Josh Okogie  ,0.0,PHO,7
Josh Okogie  ,1.0,PHO,7
Josh Okogie  ,2.0,PHO,2
Josh Okogie  ,3.0,PHO,-3
Josh Okogie  ,4.0,PHO,3
Josh Richardson  ,0.0,SAS,39
Josh Richardson  ,1.0,SAS,61
Josh Richardson  ,2.0,SAS,15
Josh Richardson  ,3.0,SAS,32
Josh Richardson  ,4.0,SAS,14
Joshua Primo  ,0.0,SAS,50
Joshua Primo  ,1.0,SAS,20
Jrue Holiday  ,0.0,MIL,42
Jrue Holiday  ,1.0,MIL,76
Jrue Holiday  ,2.0,MIL,135
Jrue Holiday  ,3.0,MIL,18
Juan Toscano-Anderson  ,0.0,LAL,17
Juan Toscano-Anderson  ,1.0,LAL,4
Juan Toscano-Anderson  ,2.0,LAL,6
Juan Toscano-Anderson  ,3.0,LAL,9
Juancho Hernangomez  ,0.0,TOR,2
Juancho Hernangomez  ,1.0,TOR,-3
Juancho Hernangomez  ,2.0,TOR,4
Juancho Hernangomez  ,3.0,TOR,34
Juancho Hernangomez  ,4.0,TOR,13
Julius Randle  ,0.0,NYK,54
Julius Randle  ,1.0,NYK,89
Julius Randle  ,2.0,NYK,64
Julius Randle  ,3.0,NYK,126
Julius Randle  ,4.0,NYK,14
Justin Champagnie  ,1.0,TOR,6
Justin Champagnie  ,2.0,TOR,12
Justin Holiday  ,0.0,ATL,16
Justin Holiday  ,1.0,ATL,17
Justin Holiday  ,2.0,ATL,20
Justin Holiday  ,3.0,ATL,29
Justin Jackson  ,1.0,BOS,6
Justin Jackson  ,3.0,BOS,0
Justise Winslow  ,0.0,POR,32
Justise Winslow  ,1.0,POR,27
Justise Winslow  ,2.0,POR,36
Justise Winslow  ,3.0,POR,35
Jusuf Nurkic  ,0.0,POR,65
Jusuf Nurkic  ,1.0,POR,83
Jusuf Nurkic  ,2.0,POR,67
Jusuf Nurkic  ,3.0,POR,17
Jusuf Nurkic  ,4.0,POR,8
KZ Okpala  ,0.0,SAC,16
KZ Okpala  ,1.0,SAC,0
KZ Okpala  ,2.0,SAC,0
KZ Okpala  ,4.0,SAC,12
Kai Jones  ,0.0,CHO,4
Kai Jones  ,1.0,CHO,5
Kai Jones  ,2.0,CHO,5
Kai Jones  ,3.0,CHO,2
Kai Jones  ,4.0,CHO,1
Karl-Anthony Towns  ,0.0,MIN,56
Karl-Anthony Towns  ,1.0,MIN,132
Karl-Anthony Towns  ,2.0,MIN,108
Karl-Anthony Towns  ,3.0,MIN,139
Kawhi Leonard  ,0.0,LAC,93
Keegan Murray  ,0.0,SAC,41
Keegan Murray  ,1.0,SAC,37
Keegan Murray  ,2.0,SAC,24
Keegan Murray  ,3.0,SAC,56
Keegan Murray  ,4.0,SAC,3
Keita Bates-Diop  ,0.0,SAS,9
Keita Bates-Diop  ,1.0,SAS,30
Keita Bates-Diop  ,2.0,SAS,33
Keita Bates-Diop  ,3.0,SAS,2
Keita Bates-Diop  ,4.0,SAS,35
Keldon Johnson  ,0.0,SAS,158
Keldon Johnson  ,1.0,SAS,206
Keldon Johnson  ,2.0,SAS,82
Keldon Johnson  ,3.0,SAS,136
Keldon Johnson  ,4.0,SAS,64
Kelly Olynyk  ,0.0,UTA,57
Kelly Olynyk  ,1.0,UTA,70
Kelly Olynyk  ,2.0,UTA,60
Kelly Olynyk  ,3.0,UTA,57
Kelly Olynyk  ,4.0,UTA,37
Kelly Oubre Jr.  ,0.0,CHO,62
Kelly Oubre Jr.  ,1.0,CHO,36
Kelly Oubre Jr.  ,2.0,CHO,70
Kelly Oubre Jr.  ,3.0,CHO,79
Kelly Oubre Jr.  ,4.0,CHO,11
Kendrick Nunn  ,0.0,LAL,8
Kendrick Nunn  ,1.0,LAL,12
Kendrick Nunn  ,2.0,LAL,-2
Kendrick Nunn  ,3.0,LAL,12
Kennedy Chandler  ,0.0,MEM,-2
Kennedy Chandler  ,1.0,MEM,4
Kennedy Chandler  ,2.0,MEM,14
Kennedy Chandler  ,3.0,MEM,14
Kenneth Lofton Jr.  ,0.0,MEM,3
Kenneth Lofton Jr.  ,1.0,MEM,0
Kenneth Lofton Jr.  ,2.0,MEM,2
Kentavious Caldwell-Pope  ,0.0,DEN,55
Kentavious Caldwell-Pope  ,1.0,DEN,48
Kentavious Caldwell-Pope  ,2.0,DEN,30
Kentavious Caldwell-Pope  ,3.0,DEN,67
Kevin Durant  ,0.0,BRK,55
Kevin Durant  ,1.0,BRK,129
Kevin Durant  ,2.0,BRK,153
Kevin Durant  ,3.0,BRK,155
Kevin Durant  ,4.0,BRK,29
Kevin Huerter  ,0.0,SAC,120
Kevin Huerter  ,1.0,SAC,92
Kevin Huerter  ,2.0,SAC,124
Kevin Huerter  ,3.0,SAC,144
Kevin Huerter  ,4.0,SAC,50
Kevin Knox  ,0.0,DET,-3
Kevin Knox  ,1.0,DET,2
Kevin Knox  ,2.0,DET,8
Kevin Knox  ,3.0,DET,-2
Kevin Love  ,0.0,CLE,60
Kevin Love  ,1.0,CLE,58
Kevin Love  ,2.0,CLE,69
Kevin Love  ,3.0,CLE,70
Kevin Porter Jr.  ,0.0,HOU,63
Kevin Porter Jr.  ,1.0,HOU,97
Kevin Porter Jr.  ,2.0,HOU,45
Kevin Porter Jr.  ,3.0,HOU,65
Kevin Porter Jr.  ,4.0,HOU,12
Kevon Harris  ,0.0,ORL,4
Kevon Harris  ,1.0,ORL,15
Kevon Harris  ,2.0,ORL,18
Kevon Harris  ,3.0,ORL,0
Kevon Harris  ,4.0,ORL,6
Kevon Looney  ,0.0,GSW,40
Kevon Looney  ,1.0,GSW,56
Kevon Looney  ,2.0,GSW,46
Kevon Looney  ,3.0,GSW,52
Kevon Looney  ,4.0,GSW,9
Khem Birch  ,1.0,TOR,5
Khem Birch  ,2.0,TOR,12
Khem Birch  ,4.0,TOR,2
Killian Hayes  ,0.0,DET,16
Killian Hayes  ,1.0,DET,10
Killian Hayes  ,2.0,DET,6
Killian Hayes  ,3.0,DET,55
Killian Hayes  ,4.0,DET,11
Klay Thompson  ,0.0,GSW,80
Klay Thompson  ,1.0,GSW,42
Klay Thompson  ,2.0,GSW,84
Klay Thompson  ,3.0,GSW,78
Kristaps Porzingis  ,0.0,WAS,70
Kristaps Porzingis  ,1.0,WAS,72
Kristaps Porzingis  ,2.0,WAS,113
Kristaps Porzingis  ,3.0,WAS,99
Kyle Anderson  ,0.0,MIN,7
Kyle Anderson  ,1.0,MIN,10
Kyle Anderson  ,2.0,MIN,38
Kyle Anderson  ,3.0,MIN,55
Kyle Kuzma  ,0.0,WAS,73
Kyle Kuzma  ,1.0,WAS,50
Kyle Kuzma  ,2.0,WAS,81
Kyle Kuzma  ,3.0,WAS,96
Kyle Lowry  ,0.0,MIA,46
Kyle Lowry  ,1.0,MIA,75
Kyle Lowry  ,2.0,MIA,65
Kyle Lowry  ,3.0,MIA,71
Kyle Lowry  ,4.0,MIA,12
Kyrie Irving  ,0.0,BRK,76
Kyrie Irving  ,1.0,BRK,288
Kyrie Irving  ,2.0,BRK,80
LaMelo Ball  ,3.0,CHO,32
LaMelo Ball  ,4.0,CHO,34
Lamar Stevens  ,0.0,CLE,0
Lamar Stevens  ,1.0,CLE,0
Lamar Stevens  ,2.0,CLE,4
Lamar Stevens  ,3.0,CLE,16
Landry Shamet  ,0.0,PHO,10
Landry Shamet  ,1.0,PHO,20
Landry Shamet  ,2.0,PHO,16
Landry Shamet  ,3.0,PHO,12
Lauri Markkanen  ,0.0,UTA,104
Lauri Markkanen  ,1.0,UTA,86
Lauri Markkanen  ,2.0,UTA,137
Lauri Markkanen  ,3.0,UTA,95
Lauri Markkanen  ,4.0,UTA,18
LeBron James  ,0.0,LAL,112
LeBron James  ,1.0,LAL,70
LeBron James  ,2.0,LAL,76
LeBron James  ,3.0,LAL,34
Leandro Bolmaro  ,0.0,UTA,0
Leandro Bolmaro  ,1.0,UTA,3
Leandro Bolmaro  ,3.0,UTA,0
Lindy Waters III  ,0.0,OKC,1
Lonnie Walker IV  ,0.0,LAL,44
Lonnie Walker IV  ,1.0,LAL,38
Lonnie Walker IV  ,2.0,LAL,51
Lonnie Walker IV  ,3.0,LAL,40
Luguentz Dort  ,0.0,OKC,41
Luguentz Dort  ,1.0,OKC,37
Luguentz Dort  ,2.0,OKC,35
Luguentz Dort  ,3.0,OKC,73
Luguentz Dort  ,4.0,OKC,15
Luka Doncic  ,0.0,DAL,83
Luka Doncic  ,1.0,DAL,202
Luka Doncic  ,2.0,DAL,87
Luka Doncic  ,3.0,DAL,145
Luka Doncic  ,4.0,DAL,47
Luke Kennard  ,0.0,LAC,19
Luke Kennard  ,1.0,LAC,38
Luke Kennard  ,2.0,LAC,31
Luke Kennard  ,3.0,LAC,36
Luke Kennard  ,4.0,LAC,10
Luke Kornet  ,0.0,BOS,0
Luke Kornet  ,1.0,BOS,24
Luke Kornet  ,2.0,BOS,12
Luke Kornet  ,3.0,BOS,28
Luke Kornet  ,4.0,BOS,2
Malachi Flynn  ,0.0,TOR,6
Malachi Flynn  ,1.0,TOR,3
Malachi Flynn  ,2.0,TOR,15
Malachi Flynn  ,3.0,TOR,23
Malachi Flynn  ,4.0,TOR,16
Malaki Branham  ,1.0,SAS,4
Malaki Branham  ,2.0,SAS,17
Malcolm Brogdon  ,0.0,BOS,37
Malcolm Brogdon  ,1.0,BOS,53
Malcolm Brogdon  ,2.0,BOS,58
Malcolm Brogdon  ,3.0,BOS,21
Malcolm Hill  ,1.0,CHI,1
Malcolm Hill  ,3.0,CHI,0
Malik Beasley  ,0.0,UTA,31
Malik Beasley  ,1.0,UTA,47
Malik Beasley  ,2.0,UTA,47
Malik Beasley  ,3.0,UTA,88
Malik Beasley  ,4.0,UTA,14
Malik Monk  ,0.0,SAC,32
Malik Monk  ,1.0,SAC,29
Malik Monk  ,2.0,SAC,43
Malik Monk  ,3.0,SAC,61
Malik Monk  ,4.0,SAC,20
Mamadi Diakite  ,1.0,CLE,0
Mamadi Diakite  ,2.0,CLE,5
Mamadi Diakite  ,3.0,CLE,-2
MarJon Beauchamp  ,0.0,MIL,4
MarJon Beauchamp  ,1.0,MIL,4
MarJon Beauchamp  ,2.0,MIL,32
MarJon Beauchamp  ,3.0,MIL,70
MarJon Beauchamp  ,4.0,MIL,58
Marcus Smart  ,0.0,BOS,32
Marcus Smart  ,1.0,BOS,49
Marcus Smart  ,2.0,BOS,59
Marcus Smart  ,3.0,BOS,83
Marcus Smart  ,4.0,BOS,29
Marko Simonovic  ,0.0,CHI,-1
Marvin Bagley III  ,3.0,DET,8
Marvin Bagley III  ,4.0,DET,16
Mason Plumlee  ,0.0,CHO,48
Mason Plumlee  ,1.0,CHO,38
Mason Plumlee  ,2.0,CHO,83
Mason Plumlee  ,3.0,CHO,93
Mason Plumlee  ,4.0,CHO,36
Matisse Thybulle  ,0.0,PHI,-1
Matisse Thybulle  ,1.0,PHI,15
Matisse Thybulle  ,2.0,PHI,14
Matisse Thybulle  ,3.0,PHI,18
Matt Ryan  ,0.0,LAL,7
Matt Ryan  ,1.0,LAL,14
Matt Ryan  ,2.0,LAL,23
Matt Ryan  ,3.0,LAL,1
Matthew Dellavedova  ,1.0,SAC,0
Matthew Dellavedova  ,2.0,SAC,11
Matthew Dellavedova  ,4.0,SAC,2
Max Strus  ,0.0,MIA,55
Max Strus  ,1.0,MIA,56
Max Strus  ,2.0,MIA,57
Max Strus  ,3.0,MIA,66
Max Strus  ,4.0,MIA,4
McKinley Wright IV  ,0.0,DAL,4
Micah Potter  ,1.0,UTA,8
Micah Potter  ,2.0,UTA,0
Michael Porter Jr.  ,0.0,DEN,67
Michael Porter Jr.  ,1.0,DEN,76
Michael Porter Jr.  ,2.0,DEN,37
Michael Porter Jr.  ,3.0,DEN,93
Mikal Bridges  ,0.0,PHO,52
Mikal Bridges  ,1.0,PHO,82
Mikal Bridges  ,2.0,PHO,55
Mikal Bridges  ,3.0,PHO,68
Mikal Bridges  ,4.0,PHO,17
Mike Conley  ,0.0,UTA,104
Mike Conley  ,1.0,UTA,98
Mike Conley  ,2.0,UTA,182
Mike Conley  ,3.0,UTA,118
Mike Conley  ,4.0,UTA,36
Mike Muscala  ,0.0,OKC,47
Mike Muscala  ,1.0,OKC,23
Mike Muscala  ,2.0,OKC,6
Mike Muscala  ,3.0,OKC,31
Miles McBride  ,0.0,NYK,-2
Miles McBride  ,1.0,NYK,0
Miles McBride  ,3.0,NYK,0
Mitchell Robinson  ,0.0,NYK,36
Mitchell Robinson  ,1.0,NYK,128
Mitchell Robinson  ,2.0,NYK,54
Mo Bamba  ,0.0,ORL,10
Mo Bamba  ,1.0,ORL,41
Mo Bamba  ,2.0,ORL,4
Mo Bamba  ,3.0,ORL,52
Mo Bamba  ,4.0,ORL,24
Monte Morris  ,0.0,WAS,53
Monte Morris  ,1.0,WAS,33
Monte Morris  ,2.0,WAS,54
Monte Morris  ,3.0,WAS,49
Montrezl Harrell  ,0.0,PHI,4
Montrezl Harrell  ,1.0,PHI,40
Montrezl Harrell  ,2.0,PHI,60
Montrezl Harrell  ,3.0,PHI,28
Moses Brown  ,0.0,LAC,2
Moses Brown  ,1.0,LAC,5
Moses Brown  ,2.0,LAC,17
Moses Brown  ,3.0,LAC,1
Moses Brown  ,4.0,LAC,10
Moses Moody  ,0.0,GSW,8
Moses Moody  ,1.0,GSW,39
Moses Moody  ,2.0,GSW,19
Moses Moody  ,3.0,GSW,3
Moses Moody  ,4.0,GSW,15
Moussa Diabate  ,1.0,LAC,7
Myles Turner  ,1.0,IND,53
Myles Turner  ,2.0,IND,24
Myles Turner  ,3.0,IND,116
Naji Marshall  ,0.0,NOP,30
Naji Marshall  ,1.0,NOP,126
Naji Marshall  ,2.0,NOP,24
Naji Marshall  ,3.0,NOP,34
Naji Marshall  ,4.0,NOP,20
Nassir Little  ,0.0,POR,20
Nassir Little  ,1.0,POR,21
Nassir Little  ,2.0,POR,28
Nassir Little  ,3.0,POR,40
Nassir Little  ,4.0,POR,1
Nathan Knight  ,0.0,MIN,2
Nathan Knight  ,1.0,MIN,0
Nathan Knight  ,2.0,MIN,2
Nathan Knight  ,3.0,MIN,4
Naz Reid  ,0.0,MIN,18
Naz Reid  ,1.0,MIN,25
Naz Reid  ,2.0,MIN,34
Naz Reid  ,3.0,MIN,10
Nerlens Noel  ,2.0,DET,18
Nerlens Noel  ,3.0,DET,3
Nic Claxton  ,0.0,BRK,57
Nic Claxton  ,1.0,BRK,52
Nic Claxton  ,2.0,BRK,108
Nic Claxton  ,3.0,BRK,84
Nic Claxton  ,4.0,BRK,5
Nick Richards  ,0.0,CHO,74
Nick Richards  ,1.0,CHO,42
Nick Richards  ,2.0,CHO,37
Nick Richards  ,3.0,CHO,52
Nick Richards  ,4.0,CHO,10
Nickeil Alexander-Walker  ,0.0,UTA,3
Nickeil Alexander-Walker  ,1.0,UTA,26
Nickeil Alexander-Walker  ,2.0,UTA,4
Nickeil Alexander-Walker  ,3.0,UTA,-3
Nicolas Batum  ,0.0,LAC,28
Nicolas Batum  ,1.0,LAC,26
Nicolas Batum  ,2.0,LAC,31
Nicolas Batum  ,3.0,LAC,17
Nicolas Batum  ,4.0,LAC,46
Nikola Jokic  ,0.0,DEN,426
Nikola Jokic  ,1.0,DEN,432
Nikola Jokic  ,2.0,DEN,255
Nikola Jokic  ,3.0,DEN,381
Nikola Jovic  ,1.0,MIA,18
Nikola Jovic  ,3.0,MIA,9
Nikola Vucevic  ,0.0,CHI,80
Nikola Vucevic  ,1.0,CHI,108
Nikola Vucevic  ,2.0,CHI,120
Nikola Vucevic  ,3.0,CHI,58
Noah Vonleh  ,0.0,BOS,19
Noah Vonleh  ,1.0,BOS,12
Noah Vonleh  ,2.0,BOS,13
Noah Vonleh  ,3.0,BOS,11
Noah Vonleh  ,4.0,BOS,-1
Norman Powell  ,0.0,LAC,7
Norman Powell  ,1.0,LAC,36
Norman Powell  ,2.0,LAC,36
Norman Powell  ,3.0,LAC,50
Norman Powell  ,4.0,LAC,17
Obi Toppin  ,0.0,NYK,24
Obi Toppin  ,1.0,NYK,51
Obi Toppin  ,2.0,NYK,35
Obi Toppin  ,3.0,NYK,51
Obi Toppin  ,4.0,NYK,21
Ochai Agbaji  ,0.0,UTA,0
Ochai Agbaji  ,1.0,UTA,12
Ochai Agbaji  ,2.0,UTA,3
Ochai Agbaji  ,3.0,UTA,2
Onyeka Okongwu  ,0.0,ATL,34
Onyeka Okongwu  ,1.0,ATL,49
Onyeka Okongwu  ,2.0,ATL,31
Onyeka Okongwu  ,3.0,ATL,53
Onyeka Okongwu  ,4.0,ATL,11
Oshae Brissett  ,0.0,IND,0
Oshae Brissett  ,1.0,IND,0
Oshae Brissett  ,2.0,IND,2
Oshae Brissett  ,3.0,IND,10
Otto Porter Jr.  ,2.0,TOR,28
Otto Porter Jr.  ,3.0,TOR,43
Otto Porter Jr.  ,4.0,TOR,-2
Ousmane Dieng  ,0.0,OKC,9
Ousmane Dieng  ,1.0,OKC,2
Ousmane Dieng  ,2.0,OKC,35
Ousmane Dieng  ,3.0,OKC,-1
Paolo Banchero  ,0.0,ORL,74
Paolo Banchero  ,1.0,ORL,94
Paolo Banchero  ,2.0,ORL,79
Paolo Banchero  ,3.0,ORL,29
Pascal Siakam  ,0.0,TOR,118
Pascal Siakam  ,1.0,TOR,93
Pascal Siakam  ,2.0,TOR,111
Patrick Baldwin Jr.  ,1.0,GSW,0
Patrick Baldwin Jr.  ,2.0,GSW,-1
Patrick Beverley  ,0.0,LAL,28
Patrick Beverley  ,1.0,LAL,34
Patrick Beverley  ,2.0,LAL,15
Patrick Beverley  ,3.0,LAL,22
Patrick Williams  ,0.0,CHI,24
Patrick Williams  ,1.0,CHI,76
Patrick Williams  ,2.0,CHI,114
Patrick Williams  ,3.0,CHI,94
Patty Mills  ,0.0,BRK,25
Patty Mills  ,1.0,BRK,22
Patty Mills  ,2.0,BRK,30
Patty Mills  ,3.0,BRK,5
Patty Mills  ,4.0,BRK,7
Paul George  ,0.0,LAC,85
Paul George  ,1.0,LAC,14
Paul George  ,2.0,LAC,144
Paul George  ,3.0,LAC,67
Paul George  ,4.0,LAC,48
Paul Reed  ,0.0,PHI,1
Paul Reed  ,1.0,PHI,2
Paul Reed  ,2.0,PHI,16
Paul Reed  ,3.0,PHI,9
Payton Pritchard  ,0.0,BOS,9
Payton Pritchard  ,1.0,BOS,9
Payton Pritchard  ,3.0,BOS,57
Payton Pritchard  ,4.0,BOS,42
Peyton Watson  ,0.0,DEN,-1
Peyton Watson  ,1.0,DEN,6
Precious Achiuwa  ,0.0,TOR,40
Precious Achiuwa  ,1.0,TOR,41
Precious Achiuwa  ,2.0,TOR,54
Precious Achiuwa  ,3.0,TOR,18
Quentin Grimes  ,2.0,NYK,4
Quentin Grimes  ,3.0,NYK,6
RJ Barrett  ,0.0,NYK,22
RJ Barrett  ,1.0,NYK,64
RJ Barrett  ,2.0,NYK,71
RJ Barrett  ,3.0,NYK,66
RJ Barrett  ,4.0,NYK,5
Raul Neto  ,0.0,CLE,14
Raul Neto  ,1.0,CLE,11
Raul Neto  ,2.0,CLE,18
Raul Neto  ,3.0,CLE,-1
Reggie Bullock  ,0.0,DAL,23
Reggie Bullock  ,1.0,DAL,35
Reggie Bullock  ,2.0,DAL,6
Reggie Bullock  ,3.0,DAL,16
Reggie Bullock  ,4.0,DAL,16
Reggie Jackson  ,0.0,LAC,27
Reggie Jackson  ,1.0,LAC,32
Reggie Jackson  ,2.0,LAC,33
Reggie Jackson  ,3.0,LAC,42
Reggie Jackson  ,4.0,LAC,28
Richaun Holmes  ,0.0,SAC,52
Richaun Holmes  ,1.0,SAC,12
Richaun Holmes  ,2.0,SAC,26
Richaun Holmes  ,4.0,SAC,14
Robert Covington  ,0.0,LAC,28
Robert Covington  ,1.0,LAC,26
Robert Covington  ,2.0,LAC,1
Robert Covington  ,3.0,LAC,2
Robert Covington  ,4.0,LAC,9
Robin Lopez  ,0.0,CLE,25
Robin Lopez  ,1.0,CLE,2
Robin Lopez  ,2.0,CLE,3
Robin Lopez  ,3.0,CLE,7
Rodney McGruder  ,0.0,DET,3
Rodney McGruder  ,1.0,DET,0
Rodney McGruder  ,2.0,DET,0
Rodney McGruder  ,3.0,DET,2
Romeo Langford  ,0.0,SAS,1
Romeo Langford  ,1.0,SAS,15
Romeo Langford  ,2.0,SAS,4
Romeo Langford  ,3.0,SAS,9
Rudy Gay  ,0.0,UTA,30
Rudy Gay  ,1.0,UTA,10
Rudy Gay  ,2.0,UTA,5
Rudy Gay  ,3.0,UTA,30
Rudy Gobert  ,0.0,MIN,96
Rudy Gobert  ,1.0,MIN,92
Rudy Gobert  ,2.0,MIN,36
Rudy Gobert  ,3.0,MIN,83
Rui Hachimura  ,0.0,WAS,33
Rui Hachimura  ,1.0,WAS,36
Rui Hachimura  ,2.0,WAS,45
Rui Hachimura  ,3.0,WAS,44
Russell Westbrook  ,0.0,LAL,42
Russell Westbrook  ,1.0,LAL,38
Russell Westbrook  ,2.0,LAL,80
